title,description,date,date is approximate,subject,campus location,latitude,longitude,donor,publisher - digital,source,identifier,id number,photo number,building number,rights,rightsstatement,ordering information,format original,type,format,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,location_identifier
"University farms, panoramic view, University of Idaho. [1-7]","1932-01-01 panoramic photograph of University farms in winter. Donor: Hodgins Foto, Moscow.  [PG1_001-07]",1932-01-01,y,farms; winter; panoramic view; snow; barns;,University farms,46.729654,-117.024232,"Hodgins Foto, Moscow","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_001-07,18998,7,1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/1086,1086,1087.jp2,/pg1/image/1087.jp2,campus00011,universityfarms
"University farms, panoramic view, University of Idaho. [1-8]",1933 panoramic photograph of University farms. Tennis courts are to the left. [PG1_001-08],1933,,farms; panoramic view; tennis courts;,University farms,46.729654,-117.024232,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_001-08,18999,8,1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/1087,1087,1088.jp2,/pg1/image/1088.jp2,campus00012,universityfarms
"University farms, panoramic view, University of Idaho. [1-9]",1933 panoramic photograph of University farms. Greenhouses visible to the right. Donor: Hodgins.  [PG1_001-09],1933,,farms; panoramic view; greenhouses;,University farms,46.729654,-117.024232,Hodgins,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_001-09,19000,9,1,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/1088,1088,1089.jp2,/pg1/image/1089.jp2,campus00013,universityfarms
"Cannons, University of Idaho (1894-193?). [100-1]",1915 photograph of cannons. Administration Building and water tower in background. [PG1_100-01],1915,y,campuses; buildings; flagpoles; cannons (artillery); flags; trees; water towers,Cannons,46.726053,-117.009474,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_100-01,19865,1,100,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/163,163,147.jp2,/pg1/image/147.jp2,campus00014,campuslandmarks
"Cannons, University of Idaho (1894-193?). [100-2]",1915 photograph of cannons.  Spanish American War Memorial and Administration Building in background. [PG1_100-02],1915,y,campuses; buildings; statues; cannons (artillery); trees,Cannons,46.726053,-117.009474,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_100-02,19866,2,100,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/165,165,149.jp2,/pg1/image/149.jp2,campus00015,campuslandmarks
"Cannons, University of Idaho (1894-193?). [100-4]",1930 photograph of Cannons Administration Building in background.  [PG1_100-04],1930,y,campuses; buildings; flagpoles; cannons (artillery); students; women; group portraits; trees,Cannons,46.725924,-117.009513,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_100-04,19868,4,100,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",4x5 black and white film negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/166,166,150.jp2,/pg1/image/150.jp2,campus00016,campuslandmarks
"Cannons, University of Idaho (1894-193?). Administration lawn. Moscow. [100-5]",1930 photograph of cannons. Kappa Sigma house in background.  [PG1_100-05],1930,y,campuses; buildings; cannons (artillery); flagpoles; flags; students; trees; fraternity houses,Cannons,46.725874,-117.010865,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_100-05,19869,5,100,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",8x10 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/167,167,151.jp2,/pg1/image/151.jp2,campus00017,campuslandmarks
"Cannons, University of Idaho (1894-193?). [100-6]",1933 photograph of cannons. Automobiles in background.  [PG1_100-06],1933,y,campuses; cannons (artillery); trees; automobiles,Cannons,46.725766,-117.009266,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_100-06,19870,6,100,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",4x5 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/168,168,152.jp2,/pg1/image/152.jp2,campus00018,campuslandmarks
"Cannons, University of Idaho (1894-193?). [100-7]",1934 photograph of the Cannons.  [PG1_100-07],1934,y,cannons (artillery); campuses; trees,Cannons,46.725766,-117.009266,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_100-07,19871,7,100,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",3x4 black and white film negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/169,169,153.jp2,/pg1/image/153.jp2,campus00019,campuslandmarks
"Cannons, University of Idaho (1894-193?). Winter scene. [100-8]",1939 photograph of cannons. Snow covered automobiles in background.  [PG1_100-08],1939,y,campuses; snow (precipitation); cannons (artillery); winter; automobiles; buildings; trees,Cannons,46.725275,-117.008633,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_100-08,19872,8,100,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",3x5 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/170,170,154.jp2,/pg1/image/154.jp2,campus00020,campuslandmarks
"I' Bench, University of Idaho. [101-1]",1950 photograph of the I Bench. Administration Building in background.  [PG1_101-01],1950,y,campuses; benches (furniture); buildings,I Bench,46.725604,-117.010293,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_101-01,19873,1,101,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",3x4 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/171,171,155.jp2,/pg1/image/155.jp2,campus00021,
"I' Bench, University of Idaho. Winter scene. [101-2]",1950 photograph of the I Bench. The bench is covered in snow. [PG1_101-02],1950,y,campuses; benches (furniture); snow (precipitation); trees,I Bench,46.725604,-117.010293,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_101-02,19874,2,101,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",3x5 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/172,172,156.jp2,/pg1/image/156.jp2,campus00022,
"I' Bench, University of Idaho. [101-3]",1961 photograph of the I Bench. Students on bench and in background next to Administration Building. [PG1_101-03],1961,,campuses; buildings; benches (furniture); students,I Bench,46.725604,-117.010293,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_101-03,19875,3,101,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",8x10 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/173,173,157.jp2,/pg1/image/157.jp2,campus00023,
"I' Bench, University of Idaho. [101-4]","1961 photograph of the I Bench. Two students pose next to the bench, Administration Building in background. [PG1_101-04]",1961,,students; benches (furniture); trees; group portraits,I Bench,46.725604,-117.010293,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_101-04,19876,4,101,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",4x5 black and white film negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/174,174,158.jp2,/pg1/image/158.jp2,campus00024,
"I' Bench, University of Idaho. [101-5]",1961 photograph of the I Bench. Students sit on the bench. [PG1_101-05],1961,,students; benches (furniture); trees; group portraits,I Bench,46.725604,-117.010293,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_101-05,19877,5,101,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",4x5 black and white film negative,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/175,175,159.jp2,/pg1/image/159.jp2,campus00025,
"Hello Walk steps, University of Idaho. [102-01b]",1923 photograph of the Hello Walk steps. Administration Building in background. [PG1_102-01b],1923,,stairs; exteriors; buildings,Hello Walk steps,46.726819,-117.008504,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_102-01b,19891,01b,102,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",3x5 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/198,198,182.jp2,/pg1/image/182.jp2,campus00026,hellowalkandsteps
"Hello Walk steps, University of Idaho. [102-10]",1930 photograph of the Hello Walk steps. Students on steps.  [PG1_102-10],1930,y,campuses; students; buildings; steps; walkways,Hello Walk steps,46.726819,-117.008504,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_102-10,19900,10,102,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",5x7 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/185,185,169.jp2,/pg1/image/169.jp2,campus00027,hellowalkandsteps
"Hello Walk steps, University of Idaho. [102-11]",1960 photograph of the Hello Walk steps. Students on steps and trees in background. [PG1_102-11],1960,y,campuses; students; buildings; steps; walkways; trees,Hello Walk steps,46.726819,-117.008504,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_102-11,19901,11,102,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",4x5 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/186,186,170.jp2,/pg1/image/170.jp2,campus00028,hellowalkandsteps
"Hello Walk steps, University of Idaho. Winter scene. [102-12]",1946 photograph of the Hello Walk steps. Two students approach the steps on a snowy day. Donor: Publications Dept..  [PG1_102-12],1946,y,campuses; students; snow (precipitation); steps; walkways; winter,Hello Walk steps,46.726819,-117.008504,Publications Dept.,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 1, University of Idaho Campus Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",PG1_102-12,19902,12,102,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices email libspec@uidaho.edu",8x10 black and white print,Image;StillImage,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg1/id/187,187,171.jp2,/pg1/image/171.jp2,campus00029,hellowalkandsteps
